"Subject","time","L_P","R_P","Event"
"Subject_4",1,3.55565891138006,3.32414016592081,"Fixation"
"Subject_4",4.33333333333333,3.53312076469894,3.30306954004937,NA
"Subject_4",7.66666666666667,3.57289802035994,3.34025678903145,NA
"Subject_4",11,3.57116655365484,3.33863806289269,NA
"Subject_4",14.3333333333333,3.5470487404038,3.31609062689275,NA
"Subject_4",17.6666666666667,3.61703963978537,3.38152422603201,NA
"Subject_4",21,3.57607694508751,3.34322872521395,NA
"Subject_4",24.3333333333333,3.54828298547538,3.31724450686811,NA
"Subject_4",27.6666666666667,3.57182273580475,3.33925151921542,NA
"Subject_4",31,3.60867978253313,3.37370870211193,NA
"Subject_4",34.3333333333333,3.60033977764217,3.36591173791121,NA
"Subject_4",37.6666666666667,3.55575346563736,3.32422856348997,NA
"Subject_4",41,3.57306560008341,3.34041345717754,NA
"Subject_4",44.3333333333333,3.58103251564178,3.34786162491976,NA
"Subject_4",47.6666666666667,3.6307052735358,3.3943000527282,NA
"Subject_4",51,3.55742470887782,3.32579098747976,NA
"Subject_4",54.3333333333333,3.52671051299966,3.29707667749469,NA
"Subject_4",57.6666666666667,3.68359709560468,3.44374794257646,NA
"Subject_4",61,3.60230348632231,3.36774758411033,NA
"Subject_4",64.3333333333333,3.60414714938488,3.3694712011927,NA
"Subject_4",67.6666666666667,3.59492688340189,3.36085129212424,NA
"Subject_4",71,3.64080222353325,3.40373956250019,NA
"Subject_4",74.3333333333333,3.64323657570459,3.40601540729646,NA
"Subject_4",77.6666666666667,3.6548225926469,3.41684702676302,NA
"Subject_4",81,3.65154765494412,3.41378532927458,NA
"Subject_4",84.3333333333333,3.64622637373232,3.40881053133947,NA
"Subject_4",87.6666666666667,3.61661398351822,3.38112628541685,NA
"Subject_4",91,3.66884114247588,3.42995279019982,NA
"Subject_4",94.3333333333333,3.63653635416238,3.39975145563401,NA
"Subject_4",97.6666666666667,3.64413030655238,3.40685094486704,NA
"Subject_4",101,3.63951718457099,3.40253819596429,NA
"Subject_4",104.333333333333,3.61716735456549,3.38164362495102,NA
"Subject_4",107.666666666667,3.63390120799274,3.39728789108974,NA
"Subject_4",111,3.66853093577347,3.42966278191023,NA
"Subject_4",114.333333333333,3.67308886581058,3.43392393256822,NA
"Subject_4",117.666666666667,3.64375082197498,3.40649616957573,NA
"Subject_4",121,3.66354807106601,3.42500436524872,NA
"Subject_4",124.333333333333,3.6332145765807,3.3966459681402,NA
"Subject_4",127.666666666667,3.63141867589417,3.39496700349402,NA
"Subject_4",131,3.63534422284035,3.39863694726597,NA
"Subject_4",134.333333333333,3.58267910004705,3.34940099567904,NA
"Subject_4",137.666666666667,3.65081047689689,3.4130961509205,NA
"Subject_4",141,3.63905950439479,3.402110316605,NA
"Subject_4",144.333333333333,3.63082042317115,3.39440770465363,NA
"Subject_4",147.666666666667,3.59003888167687,3.35628156165509,NA
"Subject_4",151,3.62690841670464,3.39075041970342,NA
"Subject_4",154.333333333333,3.64578868914827,3.40840134560425,NA
"Subject_4",157.666666666667,3.59859467607362,3.36428026471251,NA
"Subject_4",161,3.6365864012839,3.39979824404959,NA
"Subject_4",164.333333333333,3.67372863003299,3.43452203997994,NA
"Subject_4",167.666666666667,3.66511783712682,3.42647191951753,NA
"Subject_4",171,3.6418169291653,3.40468819785363,NA
"Subject_4",174.333333333333,3.61899767182821,3.38335476521532,NA
"Subject_4",177.666666666667,3.65246295128736,3.41464102815182,NA
"Subject_4",181,3.6522355615153,3.41442844435414,NA
"Subject_4",184.333333333333,3.68758538046638,3.44747653922545,NA
"Subject_4",187.666666666667,3.62381906464166,3.3878622238626,NA
"Subject_4",191,3.62781083404848,3.39159407816838,NA
"Subject_4",194.333333333333,3.65994124849833,3.42163239283309,NA
"Subject_4",197.666666666667,3.60922121567168,3.3742148810475,NA
"Subject_4",201,3.62297752426219,3.38707547849519,NA
"Subject_4",204.333333333333,3.67434115880195,3.4350946853136,NA
"Subject_4",207.666666666667,3.67888728931315,3.43934480474531,NA
"Subject_4",211,3.64023073350609,3.40320528376282,NA
"Subject_4",214.333333333333,3.69242186604971,3.4519981079108,NA
"Subject_4",217.666666666667,3.61940265633232,3.38373338006288,NA
"Subject_4",221,3.60564289583077,3.37086955546759,NA
"Subject_4",224.333333333333,3.65660158614203,3.41851018509161,NA
"Subject_4",227.666666666667,3.64474227669873,3.40742306795155,NA
"Subject_4",231,3.60577810822167,3.37099596380729,NA
"Subject_4",234.333333333333,3.62876796209785,3.39248888497413,NA
"Subject_4",237.666666666667,3.64366478054786,3.40641573054292,NA
"Subject_4",241,3.65447286978753,3.4165200753223,NA
"Subject_4",244.333333333333,3.67890995719099,3.43936599665518,NA
"Subject_4",247.666666666667,3.64858062425049,3.41101149012183,NA
"Subject_4",251,3.6646760212415,3.42605887148145,NA
"Subject_4",254.333333333333,3.65263115753656,3.41479828202883,NA
"Subject_4",257.666666666667,3.63589111686723,3.39914823151639,NA
"Subject_4",261,3.61982804621543,3.384131071639,NA
"Subject_4",264.333333333333,3.65366804968207,3.41576765927071,NA
"Subject_4",267.666666666667,3.59480701534379,3.36073922900557,NA
"Subject_4",271,3.6550213413533,3.41703283439371,NA
"Subject_4",274.333333333333,3.64387884963533,3.40661586100248,NA
"Subject_4",277.666666666667,3.68276574619773,3.44297072461927,NA
"Subject_4",281,3.65518660453666,3.417187336836,NA
"Subject_4",284.333333333333,3.61006182565098,3.37500075659567,NA
"Subject_4",287.666666666667,3.66231698130461,3.42385343513262,NA
"Subject_4",291,3.69778824684392,3.45701506887029,NA
"Subject_4",294.333333333333,3.63217973514849,3.39567850808403,NA
"Subject_4",297.666666666667,3.67175799765703,3.4326797209059,NA
"Subject_4",301,3.67604409577273,3.43668673936762,NA
"Subject_4",304.333333333333,3.63707470430665,3.40025475231755,NA
"Subject_4",307.666666666667,3.62931799819083,3.39300310670207,NA
"Subject_4",311,3.58019589541462,3.34707947933999,NA
"Subject_4",314.333333333333,3.67750616467834,3.43805360893966,NA
"Subject_4",317.666666666667,3.64573705440052,3.40835307293715,NA
"Subject_4",321,3.64148426405875,3.40437719348846,NA
"Subject_4",324.333333333333,3.67666766882936,3.43726970986496,NA
"Subject_4",327.666666666667,3.61902022239485,3.38337584745245,NA
"Subject_4",331,3.64529228981691,3.40793726820065,NA
"Subject_4",334.333333333333,3.68355406604148,3.44370771478665,NA
"Subject_4",337.666666666667,3.6828939392216,3.44309057064227,NA
"Subject_4",341,3.69760919993104,3.45684768019507,NA
"Subject_4",344.333333333333,3.599714606108,3.36532727301761,NA
"Subject_4",347.666666666667,3.68348985520565,3.4436476848952,NA
"Subject_4",351,3.69093836672743,3.45061120331555,NA
"Subject_4",354.333333333333,3.67127175852251,3.43222514214073,NA
"Subject_4",357.666666666667,3.63435192306261,3.39770925885996,NA
"Subject_4",361,3.65490911058818,3.41692791128284,NA
"Subject_4",364.333333333333,3.71700578942281,3.47498130431889,NA
"Subject_4",367.666666666667,3.59800350467697,3.36372758611383,NA
"Subject_4",371,3.67340821067261,3.43422248400668,NA
"Subject_4",374.333333333333,3.6671715451463,3.42839190495112,NA
"Subject_4",377.666666666667,3.67554239112591,3.43621770209226,NA
"Subject_4",381,3.58679933548378,3.35325295123767,NA
"Subject_4",384.333333333333,3.64737802492113,3.40988719534726,NA
"Subject_4",387.666666666667,3.59039884386446,3.35661808571317,NA
"Subject_4",391,3.65294371035226,3.4150904836698,NA
"Subject_4",394.333333333333,3.62852466680583,3.39226143130871,NA
"Subject_4",397.666666666667,3.66904234479838,3.43014089168491,NA
"Subject_4",401,3.64955960298476,3.41192672485421,NA
"Subject_4",404.333333333333,3.64624159396772,3.40882476054342,NA
"Subject_4",407.666666666667,3.63632702389226,3.39955575543436,NA
"Subject_4",411,3.73198544913613,3.48898559712816,NA
"Subject_4",414.333333333333,3.67243667538403,3.43331420805675,NA
"Subject_4",417.666666666667,3.64606369516876,3.40865844522527,NA
"Subject_4",421,3.6854951708987,3.44552242896002,NA
"Subject_4",424.333333333333,3.65245927930293,3.41463759526041,NA
"Subject_4",427.666666666667,3.62846632314032,3.39220688655996,NA
"Subject_4",431,3.69337433129729,3.45288855552262,NA
"Subject_4",434.333333333333,3.69169152164395,3.45131531824096,NA
"Subject_4",437.666666666667,3.66845767879689,3.42959429489718,NA
"Subject_4",441,3.62614360365715,3.39003540574006,NA
"Subject_4",444.333333333333,3.69389743546943,3.45337759894127,NA
"Subject_4",447.666666666667,3.67432524563368,3.43507980829555,NA
"Subject_4",451,3.63265930116972,3.39612684824069,NA
"Subject_4",454.333333333333,3.61761152264264,3.38205887202125,NA
"Subject_4",457.666666666667,3.69750058666814,3.45674613904088,NA
"Subject_4",461,3.66256287641328,3.42408331933346,NA
"Subject_4",464.333333333333,3.67197241514059,3.43288017707652,NA
"Subject_4",467.666666666667,3.5705251232227,3.33803839776275,NA
"Subject_4",471,3.67263687810967,3.43350137503148,NA
"Subject_4",474.333333333333,3.65426486076292,3.41632561033823,NA
"Subject_4",477.666666666667,3.5959298238117,3.36178892832146,NA
"Subject_4",481,3.66864330594781,3.42976783535301,NA
"Subject_4",484.333333333333,3.67118538906666,3.43214439643805,NA
"Subject_4",487.666666666667,3.65732102808382,3.41918278218693,NA
"Subject_4",491,3.67371414791012,3.43450850082798,NA
"Subject_4",494.333333333333,3.65019083293739,3.41251685368596,NA
"Subject_4",497.666666666667,3.69426942918975,3.45372537112584,NA
"Subject_4",501,3.67137089165214,3.43231782043924,NA
"Subject_4",504.333333333333,3.64971545235209,3.41207242643996,NA
"Subject_4",507.666666666667,3.67157287794894,3.43250665485191,NA
"Subject_4",511,3.72344448975384,3.48100076313655,NA
"Subject_4",514.333333333333,3.64602215432555,3.40861960922078,NA
"Subject_4",517.666666666667,3.65552066956308,3.4174996499684,NA
"Subject_4",521,3.62525175893668,3.38920163148584,NA
"Subject_4",524.333333333333,3.6442536315403,3.40696623982531,NA
"Subject_4",527.666666666667,3.68239164130925,3.44262097873052,NA
"Subject_4",531,3.60078964954857,3.36633231741865,NA
"Subject_4",534.333333333333,3.69973700683048,3.45883693972644,NA
"Subject_4",537.666666666667,3.70670544823953,3.46535164672141,NA
"Subject_4",541,3.74894145581242,3.50483755150598,NA
"Subject_4",544.333333333333,3.73641559281075,3.4931272819457,NA
"Subject_4",547.666666666667,3.67403853436592,3.43481176558815,NA
"Subject_4",551,3.74811478042248,3.50406470322768,NA
"Subject_4",554.333333333333,3.73307817388496,3.49000717155878,NA
"Subject_4",557.666666666667,3.69078072596784,3.45046382698002,NA
"Subject_4",561,3.71280481730384,3.47105386906578,NA
"Subject_4",564.333333333333,3.62498386051284,3.38895117666629,NA
"Subject_4",567.666666666667,3.68580697566993,3.44581393126376,NA
"Subject_4",571,3.75295895842976,3.50859346346206,NA
"Subject_4",574.333333333333,3.75172964696055,3.50744419584863,NA
"Subject_4",577.666666666667,3.76073186147888,3.5158602513839,NA
"Subject_4",581,3.75687288087095,3.51225253963256,NA
"Subject_4",584.333333333333,3.73231654448448,3.48929513394641,NA
"Subject_4",587.666666666667,3.74736556226509,3.50336426872817,NA
"Subject_4",591,3.72102556735801,3.47873934344061,NA
"Subject_4",594.333333333333,3.77746906060215,3.53150764537116,NA
"Subject_4",597.666666666667,3.70080857104628,3.45983873144462,NA
"Subject_4",601,3.65678884287067,3.41868524901886,NA
"Subject_4",604.333333333333,3.70848455408668,3.46701491008646,NA
"Subject_4",607.666666666667,3.66535790610767,3.4266963569458,NA
"Subject_4",611,3.69319300591086,3.45271903673155,NA
"Subject_4",614.333333333333,3.75607406431659,3.51150573622432,NA
"Subject_4",617.666666666667,3.72166163615135,3.47933399604283,NA
"Subject_4",621,3.69068910973849,3.45037817613571,NA
"Subject_4",624.333333333333,3.72886032783258,3.48606396108055,NA
"Subject_4",627.666666666667,3.69275877197068,3.45231307695927,NA
"Subject_4",631,3.66475266108057,3.4261305210895,NA
