"Subject","time","L_P","R_P","Event"
"Subject_6",1,3.57691327213013,2.83988685292176,"Fixation"
"Subject_6",4.33333333333333,3.6294802474784,2.8816223524522,NA
"Subject_6",7.66666666666667,3.64246164975844,2.89192892430979,NA
"Subject_6",11,3.62011599724876,2.87418761498685,NA
"Subject_6",14.3333333333333,3.57818387312398,2.84089564535904,NA
"Subject_6",17.6666666666667,3.59301080080463,2.85266747033383,NA
"Subject_6",21,3.59324984168472,2.85285725661072,NA
"Subject_6",24.3333333333333,3.58929817735666,2.8497198365173,NA
"Subject_6",27.6666666666667,3.61289504861337,2.8684545497613,NA
"Subject_6",31,3.57901333235843,2.84155419372064,NA
"Subject_6",34.3333333333333,3.57732898828155,2.84021691036044,NA
"Subject_6",37.6666666666667,3.60552815068091,2.86260560823167,NA
"Subject_6",41,3.53697355715977,2.80817675462625,NA
"Subject_6",44.3333333333333,3.60635087363329,2.8632588083286,NA
"Subject_6",47.6666666666667,3.61401853832906,2.86934654334074,NA
"Subject_6",51,3.57909723550885,2.84162080854624,NA
"Subject_6",54.3333333333333,3.51696356482056,2.79228984044972,NA
"Subject_6",57.6666666666667,3.54243864708078,2.81251575751392,NA
"Subject_6",61,3.55597080559848,2.8232596017568,NA
"Subject_6",64.3333333333333,3.57739970011609,2.84027305195347,NA
"Subject_6",67.6666666666667,3.59576091678394,2.85485092227114,NA
"Subject_6",71,3.54744408111932,2.81648981705569,NA
"Subject_6",74.3333333333333,3.54139345324688,2.81168592687452,NA
"Subject_6",77.6666666666667,3.52164439006624,2.79600617715255,NA
"Subject_6",81,3.55271552649451,2.82067507604241,NA
"Subject_6",84.3333333333333,3.57173504990189,2.83577560836292,NA
"Subject_6",87.6666666666667,3.55647838642059,2.82366259506243,NA
"Subject_6",91,3.55504323258453,2.82252315605431,NA
"Subject_6",94.3333333333333,3.52462118207057,2.79836959830196,NA
"Subject_6",97.6666666666667,3.57809701549876,2.84082668483102,NA
"Subject_6",101,3.52459369624916,2.79834777596048,NA
"Subject_6",104.333333333333,3.51551369102697,2.79113871454547,NA
"Subject_6",107.666666666667,3.50527731762961,2.78301155572973,NA
"Subject_6",111,3.49036398432814,2.77117112909537,NA
"Subject_6",114.333333333333,3.47923922849814,2.76233863990148,NA
"Subject_6",117.666666666667,3.5180067355454,2.79311806484362,NA
"Subject_6",121,3.57107060599058,2.83524807375845,NA
"Subject_6",124.333333333333,3.60030040859305,2.8584550474279,NA
"Subject_6",127.666666666667,3.47965930224152,2.76267215704611,NA
"Subject_6",131,3.573720278119,2.83735177839694,NA
"Subject_6",134.333333333333,3.46444456440815,2.75059243057348,NA
"Subject_6",137.666666666667,3.51212678167996,2.7884496811262,NA
"Subject_6",141,3.5022953629033,2.78064403564216,NA
"Subject_6",144.333333333333,3.55251320904326,2.82051444629653,NA
"Subject_6",147.666666666667,3.54480244119313,2.81439248957644,NA
"Subject_6",151,3.55582796255679,2.82314619166121,NA
"Subject_6",154.333333333333,3.55182379812265,2.81996708915904,NA
"Subject_6",157.666666666667,3.51480518675699,2.79057619826161,NA
"Subject_6",161,3.56881895170532,2.83346037500381,NA
"Subject_6",164.333333333333,3.57135852141198,2.83547666393042,NA
"Subject_6",167.666666666667,3.57382112747266,2.83743184764431,NA
"Subject_6",171,3.55807069592318,2.82492680766089,NA
"Subject_6",174.333333333333,3.49586823566433,2.77554122415097,NA
"Subject_6",177.666666666667,3.53876591058278,2.80959979190295,NA
"Subject_6",181,3.48707837401253,2.76856252194467,NA
"Subject_6",184.333333333333,3.51735967992352,2.79260433565482,NA
"Subject_6",187.666666666667,3.50561848812683,2.78328242771793,NA
"Subject_6",191,3.56605513342295,2.83126604413616,NA
"Subject_6",194.333333333333,3.49430372723387,2.77429908418701,NA
"Subject_6",197.666666666667,3.49738299385793,2.77674386496222,NA
"Subject_6",201,3.56544662514992,2.83078291957791,NA
"Subject_6",204.333333333333,3.50974300987007,2.78655708778992,NA
"Subject_6",207.666666666667,3.44593905155152,2.73589999643548,NA
"Subject_6",211,3.56191048775731,2.82797540669533,NA
"Subject_6",214.333333333333,3.50139265642717,2.77992733270346,NA
"Subject_6",217.666666666667,3.52755403420207,2.8006981334316,NA
"Subject_6",221,3.46857633470783,2.75387284562989,NA
